Name,State,latitude,Longitude,Elivation,Est. Population
Malur,Andhra Pradesh,18.27,77.87,1669,34700
Malur Tanda,Andhra Pradesh,18.28,77.86,1669,34434
Malyada,Andhra Pradesh,18.16,83.58,170,38328
Malyala,Andhra Pradesh,15.40,77.79,1669,18447
Malyāl,Andhra Pradesh,18.44,79.52,830,29696
Malyāla,Andhra Pradesh,18.37,80.31,314,7301
Malākapuram,Andhra Pradesh,14.65,77.03,1669,23680
Malūr,Andhra Pradesh,18.09,78.06,1669,24219
Mamadapalli,Andhra Pradesh,17.86,77.82,1735,25842
Mamadigattu,Andhra Pradesh,18.95,79.58,830,15732
Mamadigudem,Andhra Pradesh,18.97,79.23,830,25436
Mamadigudium,Andhra Pradesh,19.61,78.63,1040,29212
Mamadipalli,Andhra Pradesh,19.23,79.01,2024,11155
Mamadipalli,Andhra Pradesh,19.02,79.16,830,19643
Mamadpalli,Andhra Pradesh,17.25,78.05,1945,27574
Mamallakunta,Andhra Pradesh,15.32,77.58,1669,17893
Mamanduru,Andhra Pradesh,13.75,79.46,830,26637
Mambojipet,Andhra Pradesh,18.30,78.05,1669,21557
Mambāpur,Andhra Pradesh,17.69,78.35,2017,37081
Mamda,Andhra Pradesh,19.07,78.53,1112,10991
Mamdala,Andhra Pradesh,17.74,78.70,1978,29583
Mamdapur,Andhra Pradesh,17.84,77.77,1811,23454
Mamdapuram,Andhra Pradesh,18.21,78.48,1669,45951
Mamdepalli,Andhra Pradesh,17.59,78.14,1699,89441
Mamdāpuram,Andhra Pradesh,18.81,78.11,1204,37735
Mamidada,Andhra Pradesh,17.26,82.09,167,70485
Mamidiala,Andhra Pradesh,17.51,79.55,1135,34884
Mamidigandi,Andhra Pradesh,17.71,81.26,1669,8692
Mamidigondi,Andhra Pradesh,17.27,81.64,187,13092
Mamidiguda,Andhra Pradesh,19.06,83.47,862,18743
Mamidigudem,Andhra Pradesh,19.39,78.28,1669,17101
Mamidipalem,Andhra Pradesh,17.68,82.75,400,41116
Mamidipalem,Andhra Pradesh,17.76,83.00,223,92910
Mamidipalem,Andhra Pradesh,15.50,80.04,32,151106
Mamidipalle,Andhra Pradesh,16.45,81.70,3,175211
Mamidipalle,Andhra Pradesh,17.83,82.66,830,31235
Mamidipalle,Andhra Pradesh,17.92,82.97,232,39342
Mamidipalle,Andhra Pradesh,18.44,83.73,72,52030
Mamidipalle,Andhra Pradesh,18.00,83.21,157,55092
Mamidipalli,Andhra Pradesh,19.23,79.01,2024,11155
Mamidipalli,Andhra Pradesh,19.12,79.75,830,7762
Mamidipalli,Andhra Pradesh,17.44,79.49,1023,36272
Mamidipalli,Andhra Pradesh,18.74,78.18,1669,38701
Mamidipalli,Andhra Pradesh,18.78,78.30,1207,135976
Mamidivalasa,Andhra Pradesh,17.44,81.60,1230,8990
Mamidivalasa,Andhra Pradesh,18.38,83.23,830,35627
Mamidivalasa,Andhra Pradesh,18.50,83.81,88,43738
Mamidivalasa,Andhra Pradesh,18.34,83.97,82,99661
Mamidivanipalem,Andhra Pradesh,17.39,82.73,32,50698
Mamidiāl,Andhra Pradesh,17.07,79.46,830,30080
Mamidlapalli,Andhra Pradesh,16.47,78.51,1669,17395
Mamidlmakulapalle,Andhra Pradesh,13.79,77.63,2509,178744
Mamidpalli,Andhra Pradesh,17.25,78.45,1958,178154
Mamidpalli,Andhra Pradesh,19.20,79.59,830,12192
Mamilladoddi,Andhra Pradesh,17.01,82.19,22,189075
Mamillagudem,Andhra Pradesh,17.04,79.23,1145,73377
Mamillagudem,Andhra Pradesh,17.19,79.85,830,29002
Mamillakunta,Andhra Pradesh,14.16,77.76,1669,22567
Mamillapalle,Andhra Pradesh,16.27,80.89,62,33810
Mamillapalle,Andhra Pradesh,16.02,79.92,193,33940
Mamillapalle,Andhra Pradesh,14.44,77.63,1669,19329
Mamillapalle,Andhra Pradesh,14.17,77.72,1669,19131
Mamillapalle Agraharam,Andhra Pradesh,16.26,80.91,59,40745
Mamilūrgūdem,Andhra Pradesh,17.38,81.10,830,10728
Mamnur,Andhra Pradesh,17.91,79.59,987,48037
Mamnuru,Andhra Pradesh,16.89,80.49,187,27289
Mamojpalli,Andhra Pradesh,18.02,78.25,1669,45632
Mampa,Andhra Pradesh,17.66,82.17,931,7587
Mamrājguda,Andhra Pradesh,17.23,78.53,1814,110075
Mamāipalli,Andhra Pradesh,16.47,78.17,1669,32138
Manaiguda,Andhra Pradesh,19.08,79.65,830,10100
Manaiguda,Andhra Pradesh,19.07,79.66,830,9851
Manakalapeta,Andhra Pradesh,18.29,83.44,288,46995
Manakondur,Andhra Pradesh,18.40,79.19,866,134073
Manal,Andhra Pradesh,18.63,78.63,1669,21684
Manapalli,Andhra Pradesh,17.89,78.28,1669,27176
Manapuram Tanda,Andhra Pradesh,17.47,79.64,1040,35197
Manchadavalasa,Andhra Pradesh,18.52,83.16,830,34089
Manchal,Andhra Pradesh,17.16,78.72,1853,21048
Manchalaguda,Andhra Pradesh,17.39,78.12,1955,26713
Manchalkatta,Andhra Pradesh,16.03,78.11,830,16002
Manchalurgudem,Andhra Pradesh,17.20,81.35,387,19978
Manchampad,Andhra Pradesh,17.16,78.21,1952,29634
Mancharami,Andhra Pradesh,18.46,79.36,830,41795
Manchavāripālem,Andhra Pradesh,15.55,80.04,36,123380
Manchepalle,Andhra Pradesh,13.96,77.59,2083,24324
Manchepalli,Andhra Pradesh,19.43,79.81,830,7848
Mancherial,Andhra Pradesh,18.87,79.43,830,80748
Mancherāl,Andhra Pradesh,18.87,79.43,830,80748
Manchgāni Tānda,Andhra Pradesh,16.78,79.79,232,29749
Manchikallu,Andhra Pradesh,16.50,79.53,344,35792
Manchilakalapūdi,Andhra Pradesh,16.35,80.62,42,58575
Manchingput,Andhra Pradesh,18.13,82.62,3349,16275
Manchinilabhavigudem,Andhra Pradesh,17.00,79.23,830,56633
Manchinillubanda,Andhra Pradesh,18.07,79.27,1669,34802
Manchippa,Andhra Pradesh,18.53,78.11,1669,92926
Manchirevula,Andhra Pradesh,17.38,78.35,1745,184894
Manchuppal,Andhra Pradesh,17.59,79.45,994,29592
Manchāla,Andhra Pradesh,17.95,82.88,308,36050
Mandadam,Andhra Pradesh,16.52,80.53,26,45157
Mandadi,Andhra Pradesh,16.41,79.40,830,19518
Mandagada,Andhra Pradesh,19.80,78.56,830,23120
Mandagor,Andhra Pradesh,18.27,82.91,3457,17257
Mandaguda,Andhra Pradesh,19.29,78.30,1669,15978
Mandagudem,Andhra Pradesh,19.34,78.27,1669,17284
Mandagūda,Andhra Pradesh,18.68,83.79,830,13418
Mandalagūdem,Andhra Pradesh,17.80,79.20,1669,29936
Mandalahalli,Andhra Pradesh,13.93,77.10,2509,30722
Mandalapalle,Andhra Pradesh,14.02,77.75,2096,27709
Mandalapalle,Andhra Pradesh,14.32,77.06,2509,21234
Mandalaparru,Andhra Pradesh,16.72,81.44,62,50474
Mandalapādu,Andhra Pradesh,17.21,80.71,374,25723
Mandamāri,Andhra Pradesh,19.00,79.45,830,79119
Mandamāri,Andhra Pradesh,18.99,79.46,830,88452
Mandanapalli,Andhra Pradesh,17.24,81.01,830,14337
Mandanguda,Andhra Pradesh,17.31,78.93,1145,29227
Mandanpalli,Andhra Pradesh,17.63,79.08,1141,34209
Mandapadu,Andhra Pradesh,16.43,80.99,19,191025
Mandapakala,Andhra Pradesh,15.97,81.00,49,22997
Mandapalli,Andhra Pradesh,17.93,78.81,1870,24287
Mandapalli,Andhra Pradesh,19.16,78.63,866,13516
Mandapalli,Andhra Pradesh,19.08,78.51,1085,12069
Mandapalli,Andhra Pradesh,17.94,79.80,908,58073
Mandapalli,Andhra Pradesh,19.50,78.62,1669,24801
Mandapalli,Andhra Pradesh,19.11,78.98,830,14101
Mandapalli,Andhra Pradesh,17.57,78.54,1994,178876
Mandapam,Andhra Pradesh,17.32,82.40,187,47792
Mandapam,Andhra Pradesh,14.38,80.14,16,18492
Mandaparti,Andhra Pradesh,18.23,83.11,830,8124
Mandapeta,Andhra Pradesh,16.86,81.93,52,170089
Mandapur,Andhra Pradesh,16.24,78.08,1174,26778
Mandapādu,Andhra Pradesh,16.56,81.35,6,67894
Mandapāka,Andhra Pradesh,18.41,80.48,285,4044
Mandarada,Andhra Pradesh,18.46,83.78,59,50152
Mandasa,Andhra Pradesh,18.87,84.46,104,48653
Mandavada,Andhra Pradesh,17.43,81.62,1076,8930
Mandavada,Andhra Pradesh,17.67,81.62,2509,2454
Mandavakurti,Andhra Pradesh,18.41,83.76,62,47747
Mandavalli,Andhra Pradesh,16.51,81.16,49,46549
Mandelegudem,Andhra Pradesh,17.38,78.44,1686,2432964
Mandepalli,Andhra Pradesh,17.93,78.81,1870,24287
Mandepalli,Andhra Pradesh,18.36,78.80,1108,55092
Manderna,Andhra Pradesh,18.67,77.75,1092,23757
Mandiba,Andhra Pradesh,18.24,82.53,3349,12656
Mandigiri,Andhra Pradesh,15.62,77.28,1669,134005
Mandikhandi,Andhra Pradesh,17.61,82.59,301,45041
Mandikota,Andhra Pradesh,18.23,82.55,3566,12717
Mandikota,Andhra Pradesh,18.12,82.60,3349,15106
Mandipal,Andhra Pradesh,16.39,77.50,1053,18435
Mandipalle,Andhra Pradesh,17.82,82.08,2509,6996
Mandipalle,Andhra Pradesh,18.03,82.37,2509,13252
Mandipalli,Andhra Pradesh,16.62,77.68,1669,33080
Mandipalli Tānda,Andhra Pradesh,16.62,77.69,1669,33232
Mandipallivandlapalle,Andhra Pradesh,14.05,77.95,2083,24242
Mandiput,Andhra Pradesh,18.20,82.85,3477,16116
Mandiput,Andhra Pradesh,18.10,82.62,3589,16108
Mandiput,Andhra Pradesh,18.10,82.71,3382,18756
Mandiravalasa,Andhra Pradesh,18.34,83.57,360,69243
Mandirlabhavi,Andhra Pradesh,17.14,79.28,908,50171
Mandivalasa,Andhra Pradesh,18.35,83.11,2509,15939
Mandivanam,Andhra Pradesh,18.08,82.49,3592,11360
Mandivi,Andhra Pradesh,18.11,82.45,3349,11866
Mandlapur,Andhra Pradesh,17.10,79.47,830,32592
Mandlawāripalli,Andhra Pradesh,18.37,79.59,830,36684
Mandli,Andhra Pradesh,13.98,77.51,1981,27531
Mandmul,Andhra Pradesh,17.49,78.27,1748,137822
Mandonigudem,Andhra Pradesh,17.69,79.15,1669,61974
Mandragudem,Andhra Pradesh,18.17,82.90,3349,11304
Mandrumera,Andhra Pradesh,19.27,79.27,830,9407
Mandruvaripalem,Andhra Pradesh,16.07,79.83,196,37604
Mandrāi,Andhra Pradesh,17.53,79.40,875,28965
Mandur Kagallu,Andhra Pradesh,17.69,78.28,1820,30666
Mandwa,Andhra Pradesh,19.38,79.58,830,17968
Mandādi,Andhra Pradesh,18.45,83.88,131,66567
Mandāpur,Andhra Pradesh,17.94,78.57,1909,30721
Mandāpuram,Andhra Pradesh,18.80,79.80,396,13915
Mandāpuram,Andhra Pradesh,18.16,79.24,1236,35683
Manegudem,Andhra Pradesh,18.74,78.75,1082,36668
Manepalle,Andhra Pradesh,13.75,77.56,2509,203463
Manepalli,Andhra Pradesh,17.89,78.28,1669,27176
Manesamudram,Andhra Pradesh,13.88,77.53,2014,97552
Manewar Jalaipur,Andhra Pradesh,17.90,78.30,1669,26898
Manewar Jalalpur,Andhra Pradesh,17.90,78.30,1669,26898
Mangabayalu,Andhra Pradesh,17.97,82.51,4189,11079
Mangachitigūdem,Andhra Pradesh,17.15,81.22,265,33449
Mangal Kuntapalli,Andhra Pradesh,16.43,78.58,1669,17589
Mangalagadigūda,Andhra Pradesh,18.59,83.83,1204,20885
Mangalagiri,Andhra Pradesh,16.43,80.57,55,86990
Mangalaguda,Andhra Pradesh,18.93,83.78,977,17437
Mangalagunta,Andhra Pradesh,14.32,79.86,95,19318
Mangalaguntapālem,Andhra Pradesh,16.44,81.66,9,140210
Mangalagutta,Andhra Pradesh,17.56,80.88,157,8841
Mangalakunta,Andhra Pradesh,14.51,77.31,1669,17080
Mangalakunta Tānda,Andhra Pradesh,16.88,79.97,291,29423
Mangalamadaka,Andhra Pradesh,14.30,77.96,1669,15259
Mangalamamidi,Andhra Pradesh,18.16,82.80,3592,17306
Mangalampet,Andhra Pradesh,13.58,79.09,1669,19680
Mangalampeta,Andhra Pradesh,13.58,79.09,1669,19680
Mangalapalem,Andhra Pradesh,16.38,81.58,3,63797
Mangalapalli,Andhra Pradesh,18.62,79.12,994,39600
Mangalapalli,Andhra Pradesh,18.61,79.11,1000,39840
Mangalapalli,Andhra Pradesh,18.67,79.30,980,31926
Mangalapalligūdem,Andhra Pradesh,17.41,79.43,830,32357
Mangalapeta,Andhra Pradesh,18.53,83.76,124,53196
Mangalapuram,Andhra Pradesh,17.87,82.87,164,43300
Mangalapuru,Andhra Pradesh,14.12,79.79,85,61742
Mangalarayi,Andhra Pradesh,16.78,80.98,213,33232
Mangalatippa,Andhra Pradesh,15.40,77.57,1669,22754
Mangalavarappupeta,Andhra Pradesh,18.31,83.99,78,73328
Mangalavāni Bhāvi,Andhra Pradesh,16.64,78.84,971,22944
Mangalgadda,Andhra Pradesh,18.82,79.28,830,38945
Mangalguda,Andhra Pradesh,17.02,78.35,1994,26291
Mangali Tanda,Andhra Pradesh,17.17,79.90,396,26330
Mangali Tanda,Andhra Pradesh,16.70,79.05,830,23208
Mangaligadda Tānda,Andhra Pradesh,17.03,78.55,2066,21722
Mangalikunta Tanda,Andhra Pradesh,16.77,78.09,1883,63877
Mangalipālem,Andhra Pradesh,17.87,83.19,111,55865
Mangalmot,Andhra Pradesh,19.36,78.46,1669,13328
Mangalpahad,Andhra Pradesh,18.66,77.98,1184,44426
Mangalpalli,Andhra Pradesh,17.21,78.60,1765,31611
Mangalpalli,Andhra Pradesh,17.12,79.40,830,42605
Mangalpalli,Andhra Pradesh,18.11,79.31,1161,35490
Mangalparti,Andhra Pradesh,17.87,78.31,1669,26997
Mangalpet,Andhra Pradesh,18.04,77.78,1669,40434
Mangalpūdi,Andhra Pradesh,17.63,81.91,1249,3278
Mangalwarampet,Andhra Pradesh,17.88,79.97,830,18964
Mangalādripuram,Andhra Pradesh,15.45,80.01,55,75464
Mangammagudem,Andhra Pradesh,17.40,79.36,830,27469
Mangammāgūdem,Andhra Pradesh,17.35,79.47,830,26754
Mangampadu,Andhra Pradesh,17.38,82.16,830,10659
Mangampalle,Andhra Pradesh,15.50,77.92,1154,19508
Mangampalle,Andhra Pradesh,14.51,77.06,1847,18998
Mangampalle,Andhra Pradesh,14.60,77.15,1745,26514
Mangampalli,Andhra Pradesh,16.48,78.02,1669,27079
Mangampalli,Andhra Pradesh,18.43,79.21,839,114175
Mangampet,Andhra Pradesh,17.64,78.31,1814,31384
Mangampet,Andhra Pradesh,16.91,77.87,1715,29397
Mangampeta,Andhra Pradesh,16.07,77.98,862,17949
Mangampeta,Andhra Pradesh,18.33,83.72,226,52509
Mangamputtu,Andhra Pradesh,18.18,82.47,3349,12661
Mangampādu,Andhra Pradesh,17.97,81.90,1669,5406
Mangamuthaya Banjar,Andhra Pradesh,17.21,80.66,360,27690
Manganpalli,Andhra Pradesh,19.10,79.82,830,7457
Mangapatidevupeta,Andhra Pradesh,17.16,81.45,334,37513
Mangapattanam,Andhra Pradesh,14.63,77.83,1122,24878
Mangapeddapālem,Andhra Pradesh,17.05,81.36,164,51619
Mangapel,Andhra Pradesh,18.25,80.52,249,6764
Mangapet,Andhra Pradesh,18.25,80.52,249,6764
Mangapet,Andhra Pradesh,18.53,79.48,830,26481
Mangapeta,Andhra Pradesh,17.64,78.31,1814,31384
Mangapeta,Andhra Pradesh,18.59,78.99,1118,37681
Mangapur,Andhra Pradesh,17.72,78.22,1719,30541
Mangapur,Andhra Pradesh,17.01,79.54,830,28726
Mangapuram,Andhra Pradesh,16.94,79.82,328,52012
Mangapuram,Andhra Pradesh,17.28,81.94,295,26069
Mangaram,Andhra Pradesh,18.24,78.11,1669,24381
Mangavaram,Andhra Pradesh,17.35,82.59,39,99679
Mangelapuram,Andhra Pradesh,19.05,83.63,898,17912
Mangilla,Andhra Pradesh,16.41,78.00,1190,33172
Mangiturti,Andhra Pradesh,17.14,82.19,72,125533
Manglūr,Andhra Pradesh,18.21,77.86,1669,31423
Mangodu,Andhra Pradesh,13.49,80.21,13,8420
Mangol,Andhra Pradesh,17.91,78.79,1817,24993
Mangonda,Andhra Pradesh,17.98,79.71,958,51934
Mangorla,Andhra Pradesh,19.64,78.67,915,26735
Mangulapalem,Andhra Pradesh,17.83,82.24,2896,7748
Mangulapālem,Andhra Pradesh,17.90,82.69,400,27621
Manguluru,Andhra Pradesh,17.72,81.87,3566,3404
Mangur,Andhra Pradesh,17.96,80.82,209,46120
Mangurda,Andhra Pradesh,19.75,78.83,830,13943
Mangāpuram,Andhra Pradesh,16.86,80.66,262,34486
Mangāpuram,Andhra Pradesh,14.25,77.40,1856,44930
Mangāpuram,Andhra Pradesh,14.10,77.59,1794,28177
Mani Bobbilivalasa,Andhra Pradesh,18.51,83.12,830,26430
Mania Tānda,Andhra Pradesh,17.72,79.49,994,34234
Manial,Andhra Pradesh,18.73,78.98,905,54020
Maniampalli,Andhra Pradesh,18.34,79.21,938,43994
Maniapur,Andhra Pradesh,18.35,77.74,1240,26735
Manidipalle,Andhra Pradesh,18.61,83.18,830,35495
Manigudem,Andhra Pradesh,17.25,78.59,1761,67950
Manigunta,Andhra Pradesh,14.17,80.08,6,19357
Manikonda,Andhra Pradesh,16.72,77.89,1669,24259
Manikpur,Andhra Pradesh,17.58,77.46,1797,32215
Manikurti,Andhra Pradesh,15.48,77.24,1669,19598
Manikyavalasa,Andhra Pradesh,18.78,83.28,830,45725
Manikyālgūdem,Andhra Pradesh,17.17,79.29,1017,34584
Manikāpur,Andhra Pradesh,18.15,79.37,997,43338
Manimadde,Andhra Pradesh,17.35,79.34,830,26828
Manimuttalkunta,Andhra Pradesh,17.25,78.57,1768,81871
Manipuripeta,Andhra Pradesh,18.20,83.49,101,49649
Manirabad,Andhra Pradesh,17.60,78.52,1968,100234
Manirevu,Andhra Pradesh,14.59,77.30,1669,17465
Maniyarpur,Andhra Pradesh,19.76,78.79,830,13466
Manjagani Tanda,Andhra Pradesh,16.66,78.96,830,35351
Manjampalli,Andhra Pradesh,18.38,79.19,905,105360
Manjampalli,Andhra Pradesh,18.78,79.27,830,36983
Manjaputtu,Andhra Pradesh,18.38,82.42,1853,11020
Manjari,Andhra Pradesh,19.10,77.91,1256,35884
Manjera,Andhra Pradesh,19.49,78.41,1709,14968
Manjiguda,Andhra Pradesh,18.31,82.99,3349,16875
Manjipadu,Andhra Pradesh,16.78,81.50,75,91624
Mankal,Andhra Pradesh,17.20,78.47,1925,59723
Mankapur,Andhra Pradesh,19.34,79.20,853,12630
Mankenapalle,Andhra Pradesh,17.02,81.18,318,27048
Mankigudem,Andhra Pradesh,19.41,79.24,830,15086
Mankollu,Andhra Pradesh,17.11,80.57,259,44615
Mankollu,Andhra Pradesh,17.01,80.95,249,27965
Manmad,Andhra Pradesh,19.06,78.11,1145,21902
Manmari,Andhra Pradesh,17.12,78.10,2509,29676
Mannangidinne,Andhra Pradesh,14.89,80.04,42,55455
Mannapeta,Andhra Pradesh,18.23,83.69,200,44601
Mannava,Andhra Pradesh,16.10,80.50,22,89842
Mannayyapeta,Andhra Pradesh,18.38,83.92,98,144754
Mannegudam,Andhra Pradesh,17.46,79.92,830,36268
Mannekunta,Andhra Pradesh,15.63,77.82,1112,30470
Mannepallepadu,Andhra Pradesh,16.23,79.57,830,11312
Mannervārupalli,Andhra Pradesh,16.53,78.90,830,14859
Mannesultānpālem,Andhra Pradesh,16.58,79.97,160,19348
Mannila,Andhra Pradesh,14.56,77.69,1184,72697
Mannāpur,Andhra Pradesh,16.83,77.70,1669,23737
Mannāpuram,Andhra Pradesh,16.25,77.69,1158,28360
Mannūr,Andhra Pradesh,19.48,78.50,1669,19088
Mannūr Khurd,Andhra Pradesh,19.50,78.49,1669,19258
Manoharābād,Andhra Pradesh,17.19,78.70,1735,25209
Manpahad,Andhra Pradesh,17.52,79.38,830,28329
Mansanpalli,Andhra Pradesh,17.46,78.05,1994,33720
Mansanpalli,Andhra Pradesh,17.74,77.81,1774,25080
Mansanpalli,Andhra Pradesh,17.83,78.91,1689,27033
Mansharābād,Andhra Pradesh,17.74,78.60,1906,29342
Mansing Tanda,Andhra Pradesh,17.89,79.21,1669,27616
Mansurabad,Andhra Pradesh,17.35,78.57,1669,428180
Mansurpalli,Andhra Pradesh,16.91,77.79,1679,29528
Mansāla,Andhra Pradesh,15.94,77.42,1023,55640
Mantada,Andhra Pradesh,16.35,80.88,19,119261
Mantangod,Andhra Pradesh,16.51,77.60,1128,24357
Mantapuri,Andhra Pradesh,17.62,79.05,1145,33474
Mantarajpalli,Andhra Pradesh,18.66,78.21,1669,53379
Mantari,Andhra Pradesh,19.38,79.83,830,7152
Mantati,Andhra Pradesh,16.45,78.37,1669,34539
Mantatti,Andhra Pradesh,17.25,77.51,1669,29101
Mantena,Andhra Pradesh,16.49,80.80,16,107538
Mantena,Andhra Pradesh,18.42,83.79,55,49669
Manthani,Andhra Pradesh,18.65,79.67,830,15856
Manthani,Andhra Pradesh,18.85,78.25,1102,47982
Mantikona,Andhra Pradesh,18.96,83.40,1669,23465
Mantikonda,Andhra Pradesh,18.93,83.73,830,12026
Mantipālem,Andhra Pradesh,18.19,83.74,147,43805
Mantpuram,Andhra Pradesh,17.18,77.71,1669,23514
Mantrajolla,Andhra Pradesh,19.02,83.55,1916,18342
Mantriki,Andhra Pradesh,15.70,77.30,1669,56406
Mantrikunta,Andhra Pradesh,17.59,78.33,1870,47812
Mantripalem,Andhra Pradesh,17.56,82.83,78,72361
Mantronipalli,Andhra Pradesh,16.60,77.63,1669,27887
Mantur,Andhra Pradesh,17.80,78.26,1719,29329
Mantur,Andhra Pradesh,17.80,77.92,1692,29012
Mantūr,Andhra Pradesh,17.97,78.67,1696,31636
Mantūru,Andhra Pradesh,17.37,81.61,26,10613
Manubolu,Andhra Pradesh,14.20,79.87,45,48535
Manubrolu,Andhra Pradesh,14.20,79.87,45,48535
Manugunūru,Andhra Pradesh,16.60,81.16,75,83928
Manukguda,Andhra Pradesh,19.36,78.45,1669,13863
Manukondavaripalem,Andhra Pradesh,16.09,80.20,104,105687
Manupot Tānda,Andhra Pradesh,16.60,79.34,830,32774
Manupothulagunta,Andhra Pradesh,16.30,80.54,55,65650
Manupotulagadda,Andhra Pradesh,17.91,79.95,830,26173
Manuru,Andhra Pradesh,16.62,81.14,72,82732
Manuru,Andhra Pradesh,13.86,77.34,2509,47966
Manwada,Andhra Pradesh,18.40,78.97,948,29620
Manyaguda,Andhra Pradesh,17.22,78.72,1669,32970
Manyamguda,Andhra Pradesh,17.03,78.46,2509,22041
Manyamjenu,Andhra Pradesh,16.02,78.02,895,10455
Manyamvaripalem,Andhra Pradesh,17.23,82.02,252,49401
Manyapu Uratla,Andhra Pradesh,17.53,82.49,180,29978
Manyapādu,Andhra Pradesh,15.96,77.94,967,12367
Manyapālem,Andhra Pradesh,17.52,82.77,111,56596
Manānūr,Andhra Pradesh,16.37,78.76,2030,6592
Manānūr,Andhra Pradesh,16.36,78.12,1669,47884
Maradam,Andhra Pradesh,18.40,83.34,269,56440
Maradamamidi,Andhra Pradesh,18.04,82.47,3556,11605
Maradpalli,Andhra Pradesh,18.77,79.28,879,36759
Maradugu,Andhra Pradesh,16.34,79.05,1669,3293
Marakanagadorapalem,Andhra Pradesh,17.72,82.57,314,40150
Marakattu,Andhra Pradesh,15.46,77.27,1669,18204
Marakuntapalle,Andhra Pradesh,14.18,77.72,1669,18846
Marakuntapalle,Andhra Pradesh,13.94,77.60,2509,26352
Marala,Andhra Pradesh,14.31,77.93,1669,15642
Maralapalle,Andhra Pradesh,14.06,77.75,1948,26412
Maralehalli,Andhra Pradesh,14.53,77.18,1669,24528
Marali,Andhra Pradesh,15.91,77.08,1108,25524
Marampalli,Andhra Pradesh,18.91,78.22,1053,35767
Maramreddivāripālem,Andhra Pradesh,14.12,80.07,9,25582
Maramungal,Andhra Pradesh,16.03,78.04,846,11730
Marappagudem,Andhra Pradesh,17.35,81.16,830,10890
Marappagudem,Andhra Pradesh,17.22,81.04,830,16056
Maratpalli,Andhra Pradesh,17.45,78.51,1811,1364260
Maravakottapalle,Andhra Pradesh,13.84,77.72,2509,29570
Maravapalle,Andhra Pradesh,14.11,77.63,1689,26972
Maravapalle,Andhra Pradesh,14.53,77.86,974,22235
Maravapalle,Andhra Pradesh,14.52,77.87,984,21786
Maravapalle,Andhra Pradesh,13.82,77.52,2057,154898
Maravapalle,Andhra Pradesh,13.90,77.78,2509,68955
Marchakunta Tanda,Andhra Pradesh,17.04,79.73,830,34390
Marchala,Andhra Pradesh,16.70,78.46,1669,22756
Mardaguda,Andhra Pradesh,18.24,83.00,3349,9287
Mardaguda,Andhra Pradesh,17.10,78.28,2057,38553
Mardapalle,Andhra Pradesh,18.17,82.58,3635,13090
Mardi,Andhra Pradesh,18.19,77.81,1669,29600
Mardānpalli,Andhra Pradesh,17.39,77.81,1791,30951
Maredibayi,Andhra Pradesh,17.78,80.98,196,15216
Maredubaka,Andhra Pradesh,17.77,80.90,177,15844
Maredubaka,Andhra Pradesh,18.43,83.62,200,76903
Maredubaka,Andhra Pradesh,17.60,81.14,121,13679
Maredubudi,Andhra Pradesh,17.52,81.39,351,5581
Maredumaka,Andhra Pradesh,16.47,80.83,19,90101
Maredumanipenta,Andhra Pradesh,16.21,79.43,830,9854
Maregaon,Andhra Pradesh,19.59,78.90,1669,12189
Marel,Andhra Pradesh,18.18,82.75,3490,17224
Marellaguntapālem,Andhra Pradesh,15.56,80.01,39,70574
Marelli,Andhra Pradesh,17.86,77.94,1807,33061
Marempalle,Andhra Pradesh,14.83,77.09,1669,22097
Marepalle,Andhra Pradesh,17.96,82.97,239,35189
Marepalli,Andhra Pradesh,18.48,77.69,1177,25560
Marepalli,Andhra Pradesh,17.56,77.98,1837,36355
Mari Gindi,Andhra Pradesh,19.54,78.41,1692,16288
Mari Lanka,Andhra Pradesh,17.42,81.06,830,10736
Mariaguda,Andhra Pradesh,17.28,78.35,1788,73504
Maribandam,Andhra Pradesh,17.03,80.93,337,27765
Mariguda,Andhra Pradesh,18.65,83.89,229,31731
Marigudem,Andhra Pradesh,17.20,81.07,830,19105
Marigudem,Andhra Pradesh,17.45,78.58,1709,242304
Marigudi,Andhra Pradesh,17.78,79.18,1669,50990
Marigūdem,Andhra Pradesh,17.22,81.30,416,15444
Marikal,Andhra Pradesh,16.92,77.99,1988,28313
Marikal,Andhra Pradesh,16.60,77.73,1243,31878
Marikala,Andhra Pradesh,18.31,80.50,232,5010
Mariki,Andhra Pradesh,18.05,83.04,1932,27880
Marikunta,Andhra Pradesh,16.79,80.89,213,96152
Marillavaripalem,Andhra Pradesh,15.61,80.04,36,34821
Marimedi,Andhra Pradesh,17.80,81.67,1669,3838
Maripalem,Andhra Pradesh,18.18,82.76,3349,17063
Maripalle,Andhra Pradesh,18.62,83.15,830,33734
Maripalle,Andhra Pradesh,18.90,83.68,830,12218
Maripalle,Andhra Pradesh,18.93,83.62,830,13490
Maripalli,Andhra Pradesh,18.91,79.23,830,44159
Maripalli,Andhra Pradesh,18.80,79.39,830,65667
Maripalli,Andhra Pradesh,18.30,79.54,830,51985
Maripalli,Andhra Pradesh,18.24,79.56,830,50294
Maripalligūdem,Andhra Pradesh,18.25,79.56,830,48277
